submission timestamp,customer name,customer email address,description,open/closed status,closed timestamp,paid,s_week,c_week
3/1/2016 4:48:00 AM|4:19:12 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/4/2016 5:31:12 AM|3:07:12 PM,432,10,10
3/1/2016 10:19:12 AM|3:07:12 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/4/2016 8:24:00 AM|8:38:24 PM,458,10,10
3/1/2016 1:12:00 PM|8:38:24 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/4/2016 1:55:12 PM|3:21:36 PM,324,10,10
3/1/2016 6:43:12 PM|3:21:36 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/4/2016 4:48:00 PM|7:26:24 AM,,10,10
3/1/2016 9:36:00 PM|7:26:24 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/4/2016 10:19:12 PM|6:14:24 PM,2121,10,10
3/2/2016 3:07:12 AM|6:14:24 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/5/2016 1:12:00 AM|11:45:36 PM,1233,10,10
3/2/2016 6:00:00 AM|11:45:36 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/5/2016 6:43:12 AM|6:28:48 PM,32321,10,10
3/2/2016 11:31:12 AM|6:28:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/5/2016 9:36:00 AM|10:33:36 AM,333,10,10
3/2/2016 2:24:00 PM|10:33:36 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/5/2016 3:07:12 PM|9:21:36 PM,323,10,10
3/2/2016 7:55:12 PM|9:21:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/5/2016 6:00:00 PM|2:52:48 AM,456,10,10
3/2/2016 10:48:00 PM|2:52:48 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/5/2016 11:31:12 PM|9:36:00 PM,8756,10,10
3/3/2016 4:19:12 AM|9:36:00 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/6/2016 2:24:00 AM|1:40:48 PM,6565,10,10
3/3/2016 7:12:00 AM|1:40:48 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/6/2016 7:55:12 AM|12:28:48 AM,432,10,10
3/3/2016 12:43:12 PM|12:28:48 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/6/2016 10:48:00 AM|6:00:00 AM,458,10,10
3/3/2016 3:36:00 PM|6:00:00 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/6/2016 4:19:12 PM|12:43:12 AM,324,10,10
3/3/2016 9:07:12 PM|12:43:12 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/6/2016 7:12:00 PM|4:48:00 PM,156,10,10
3/4/2016|4:48:00 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/7/2016 12:43:12 AM|3:36:00 AM,2121,10,11
3/4/2016 5:31:12 AM|3:36:00 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/7/2016 3:36:00 AM|9:07:12 AM,1233,10,11
3/4/2016 8:24:00 AM|9:07:12 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/7/2016 9:07:12 AM|3:50:24 AM,32321,10,11
3/4/2016 1:55:12 PM|3:50:24 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/7/2016 12:00:00 PM|7:55:12 PM,333,10,11
3/4/2016 4:48:00 PM|7:55:12 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/7/2016 5:31:12 PM|6:43:12 AM,,10,11
3/4/2016 10:19:12 PM|6:43:12 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/7/2016 8:24:00 PM|12:14:24 PM,456,10,11
3/5/2016 1:12:00 AM|12:14:24 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/8/2016 1:55:12 AM|6:57:36 AM,8756,10,11
3/5/2016 6:43:12 AM|6:57:36 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/8/2016 4:48:00 AM|11:02:24 PM,6565,10,11
3/5/2016 9:36:00 AM|11:02:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/8/2016 10:19:12 AM|9:50:24 AM,432,10,11
3/5/2016 3:07:12 PM|9:50:24 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/8/2016 1:12:00 PM|3:21:36 PM,458,10,11
3/5/2016 6:00:00 PM|3:21:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/8/2016 6:43:12 PM|10:04:48 AM,324,10,11
3/5/2016 11:31:12 PM|10:04:48 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/8/2016 9:36:00 PM|2:09:36 AM,156,10,11
3/6/2016 2:24:00 AM|2:09:36 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/9/2016 3:07:12 AM|12:57:36 PM,2121,10,11
3/6/2016 7:55:12 AM|12:57:36 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/9/2016 6:00:00 AM|6:28:48 PM,1233,10,11
3/6/2016 10:48:00 AM|6:28:48 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/9/2016 11:31:12 AM|1:12:00 PM,32321,10,11
3/6/2016 4:19:12 PM|1:12:00 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/9/2016 2:24:00 PM|5:16:48 AM,333,10,11
3/6/2016 7:12:00 PM|5:16:48 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/9/2016 7:55:12 PM|4:04:48 PM,323,10,11
3/7/2016 12:43:12 AM|4:04:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/9/2016 10:48:00 PM|9:36:00 PM,456,11,11
3/7/2016 3:36:00 AM|9:36:00 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/10/2016 4:19:12 AM|4:19:12 PM,8756,11,11
3/7/2016 9:07:12 AM|4:19:12 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/10/2016 7:12:00 AM|8:24:00 AM,6565,11,11
3/7/2016 12:00:00 PM|8:24:00 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/10/2016 12:43:12 PM|7:12:00 PM,432,11,11
3/7/2016 5:31:12 PM|7:12:00 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/10/2016 3:36:00 PM|12:43:12 AM,,11,11
3/7/2016 8:24:00 PM|12:43:12 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/10/2016 9:07:12 PM|7:26:24 PM,324,11,11
3/8/2016 1:55:12 AM|7:26:24 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/11/2016|11:31:12 AM,156,11,11
3/8/2016 4:48:00 AM|11:31:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/11/2016 5:31:12 AM|10:19:12 PM,2121,11,11
3/8/2016 10:19:12 AM|10:19:12 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/11/2016 8:24:00 AM|3:50:24 AM,1233,11,11
3/8/2016 1:12:00 PM|3:50:24 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/11/2016 1:55:12 PM|10:33:36 PM,32321,11,11
3/8/2016 6:43:12 PM|10:33:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/11/2016 4:48:00 PM|2:38:24 PM,333,11,11
3/8/2016 9:36:00 PM|2:38:24 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/11/2016 10:19:12 PM|1:26:24 AM,323,11,11
3/9/2016 3:07:12 AM|1:26:24 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/12/2016 1:12:00 AM|6:57:36 AM,456,11,11
3/9/2016 6:00:00 AM|6:57:36 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/12/2016 6:43:12 AM|1:40:48 AM,8756,11,11
3/9/2016 11:31:12 AM|1:40:48 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/12/2016 9:36:00 AM|5:45:36 PM,6565,11,11
3/9/2016 2:24:00 PM|5:45:36 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/12/2016 3:07:12 PM|4:33:36 AM,432,11,11
3/9/2016 7:55:12 PM|4:33:36 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/12/2016 6:00:00 PM|10:04:48 AM,458,11,11
3/9/2016 10:48:00 PM|10:04:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/12/2016 11:31:12 PM|4:48:00 AM,324,11,11
3/10/2016 4:19:12 AM|4:48:00 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/13/2016 2:24:00 AM|8:52:48 PM,156,11,11
3/10/2016 7:12:00 AM|8:52:48 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/13/2016 7:55:12 AM|7:40:48 AM,2121,11,11
3/10/2016 12:43:12 PM|7:40:48 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/13/2016 10:48:00 AM|1:12:00 PM,1233,11,11
3/10/2016 3:36:00 PM|1:12:00 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/13/2016 4:19:12 PM|7:55:12 AM,,11,11
3/10/2016 9:07:12 PM|7:55:12 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/13/2016 7:12:00 PM|12:00:00 AM,333,11,11
3/11/2016|12:00:00 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/14/2016 12:43:12 AM|10:48:00 AM,323,11,12
3/11/2016 5:31:12 AM|10:48:00 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/14/2016 3:36:00 AM|4:19:12 PM,456,11,12
3/11/2016 8:24:00 AM|4:19:12 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/14/2016 9:07:12 AM|11:02:24 AM,8756,11,12
3/11/2016 1:55:12 PM|11:02:24 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/14/2016 12:00:00 PM|3:07:12 AM,6565,11,12
3/11/2016 4:48:00 PM|3:07:12 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/14/2016 5:31:12 PM|1:55:12 PM,432,11,12
3/11/2016 10:19:12 PM|1:55:12 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/14/2016 8:24:00 PM|7:26:24 PM,458,11,12
3/12/2016 1:12:00 AM|7:26:24 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/15/2016 1:55:12 AM|2:09:36 PM,324,11,12
3/12/2016 6:43:12 AM|2:09:36 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/15/2016 4:48:00 AM|6:14:24 AM,156,11,12
3/12/2016 9:36:00 AM|6:14:24 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/15/2016 10:19:12 AM|5:02:24 PM,2121,11,12
3/12/2016 3:07:12 PM|5:02:24 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/15/2016 1:12:00 PM|10:33:36 PM,1233,11,12
3/12/2016 6:00:00 PM|10:33:36 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/15/2016 6:43:12 PM|5:16:48 PM,32321,11,12
3/12/2016 11:31:12 PM|5:16:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/15/2016 9:36:00 PM|9:21:36 AM,333,11,12
3/13/2016 2:24:00 AM|9:21:36 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/16/2016 3:07:12 AM|8:09:36 PM,323,11,12
3/13/2016 7:55:12 AM|8:09:36 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/16/2016 6:00:00 AM|1:40:48 AM,456,11,12
3/13/2016 10:48:00 AM|1:40:48 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/16/2016 11:31:12 AM|8:24:00 PM,8756,11,12
3/13/2016 4:19:12 PM|8:24:00 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/16/2016 2:24:00 PM|12:28:48 PM,,11,12
3/13/2016 7:12:00 PM|12:28:48 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/16/2016 7:55:12 PM|11:16:48 PM,432,11,12
3/14/2016 12:43:12 AM|11:16:48 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/16/2016 10:48:00 PM|4:48:00 AM,458,12,12
3/14/2016 3:36:00 AM|4:48:00 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/17/2016 4:19:12 AM|11:31:12 PM,324,12,12
3/14/2016 9:07:12 AM|11:31:12 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/17/2016 7:12:00 AM|3:36:00 PM,156,12,12
3/14/2016 12:00:00 PM|3:36:00 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/17/2016 12:43:12 PM|2:24:00 AM,2121,12,12
3/14/2016 5:31:12 PM|2:24:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/17/2016 3:36:00 PM|7:55:12 AM,1233,12,12
3/14/2016 8:24:00 PM|7:55:12 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/17/2016 9:07:12 PM|2:38:24 AM,32321,12,12
3/15/2016 1:55:12 AM|2:38:24 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/18/2016|6:43:12 PM,333,12,12
3/15/2016 4:48:00 AM|6:43:12 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/18/2016 5:31:12 AM|5:31:12 AM,323,12,12
3/15/2016 10:19:12 AM|5:31:12 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/18/2016 8:24:00 AM|11:02:24 AM,456,12,12
3/15/2016 1:12:00 PM|11:02:24 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/18/2016 1:55:12 PM|5:45:36 AM,8756,12,12
3/15/2016 6:43:12 PM|5:45:36 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/18/2016 4:48:00 PM|9:50:24 PM,6565,12,12
3/15/2016 9:36:00 PM|9:50:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/18/2016 10:19:12 PM|8:38:24 AM,432,12,12
3/16/2016 3:07:12 AM|8:38:24 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/19/2016 1:12:00 AM|2:09:36 PM,458,12,12
3/16/2016 6:00:00 AM|2:09:36 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/19/2016 6:43:12 AM|8:52:48 AM,324,12,12
3/16/2016 11:31:12 AM|8:52:48 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/19/2016 9:36:00 AM|12:57:36 AM,156,12,12
3/16/2016 2:24:00 PM|12:57:36 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/19/2016 3:07:12 PM|11:45:36 AM,,12,12
3/16/2016 7:55:12 PM|11:45:36 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/19/2016 6:00:00 PM|5:16:48 PM,1233,12,12
3/16/2016 10:48:00 PM|5:16:48 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/19/2016 11:31:12 PM|12:00:00 PM,32321,12,12
3/17/2016 4:19:12 AM|12:00:00 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/20/2016 2:24:00 AM|4:04:48 AM,333,12,12
3/17/2016 7:12:00 AM|4:04:48 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/20/2016 7:55:12 AM|2:52:48 PM,323,12,12
3/17/2016 12:43:12 PM|2:52:48 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/20/2016 10:48:00 AM|8:24:00 PM,456,12,12
3/17/2016 3:36:00 PM|8:24:00 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/20/2016 4:19:12 PM|3:07:12 PM,8756,12,12
3/17/2016 9:07:12 PM|3:07:12 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/20/2016 7:12:00 PM|7:12:00 AM,6565,12,12
3/18/2016|7:12:00 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/21/2016 12:43:12 AM|6:00:00 PM,432,12,13
3/18/2016 5:31:12 AM|6:00:00 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/21/2016 3:36:00 AM|11:31:12 PM,458,12,13
3/18/2016 8:24:00 AM|11:31:12 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/21/2016 9:07:12 AM|6:14:24 PM,324,12,13
3/18/2016 1:55:12 PM|6:14:24 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/21/2016 12:00:00 PM|10:19:12 AM,156,12,13
3/18/2016 4:48:00 PM|10:19:12 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/21/2016 5:31:12 PM|9:07:12 PM,2121,12,13
3/18/2016 10:19:12 PM|9:07:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/21/2016 8:24:00 PM|2:38:24 AM,1233,12,13
3/19/2016 1:12:00 AM|2:38:24 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/22/2016 1:55:12 AM|9:21:36 PM,32321,12,13
3/19/2016 6:43:12 AM|9:21:36 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/22/2016 4:48:00 AM|1:26:24 PM,333,12,13
3/19/2016 9:36:00 AM|1:26:24 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/22/2016 10:19:12 AM|12:14:24 AM,323,12,13
3/19/2016 3:07:12 PM|12:14:24 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/22/2016 1:12:00 PM|5:45:36 AM,,12,13
3/19/2016 6:00:00 PM|5:45:36 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/22/2016 6:43:12 PM|12:28:48 AM,8756,12,13
3/19/2016 11:31:12 PM|12:28:48 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/22/2016 9:36:00 PM|4:33:36 PM,6565,12,13
3/20/2016 2:24:00 AM|4:33:36 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/23/2016 3:07:12 AM|3:21:36 AM,432,12,13
3/20/2016 7:55:12 AM|3:21:36 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/23/2016 6:00:00 AM|8:52:48 AM,458,12,13
3/20/2016 10:48:00 AM|8:52:48 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/23/2016 11:31:12 AM|3:36:00 AM,324,12,13
3/20/2016 4:19:12 PM|3:36:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/23/2016 2:24:00 PM|7:40:48 PM,156,12,13
3/20/2016 7:12:00 PM|7:40:48 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/23/2016 7:55:12 PM|6:28:48 AM,2121,12,13
3/21/2016 12:43:12 AM|6:28:48 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/23/2016 10:48:00 PM|12:00:00 PM,1233,13,13
3/21/2016 3:36:00 AM|12:00:00 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/24/2016 4:19:12 AM|6:43:12 AM,32321,13,13
3/21/2016 9:07:12 AM|6:43:12 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/24/2016 7:12:00 AM|10:48:00 PM,333,13,13
3/21/2016 12:00:00 PM|10:48:00 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/24/2016 12:43:12 PM|9:36:00 AM,323,13,13
3/21/2016 5:31:12 PM|9:36:00 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/24/2016 3:36:00 PM|3:07:12 PM,456,13,13
3/21/2016 8:24:00 PM|3:07:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/24/2016 9:07:12 PM|9:50:24 AM,8756,13,13
3/22/2016 1:55:12 AM|9:50:24 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/25/2016|1:55:12 AM,6565,13,13
3/22/2016 4:48:00 AM|1:55:12 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/25/2016 5:31:12 AM|12:43:12 PM,432,13,13
3/22/2016 10:19:12 AM|12:43:12 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/25/2016 8:24:00 AM|6:14:24 PM,458,13,13
3/22/2016 1:12:00 PM|6:14:24 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/25/2016 1:55:12 PM|12:57:36 PM,,13,13
3/22/2016 6:43:12 PM|12:57:36 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/25/2016 4:48:00 PM|5:02:24 AM,156,13,13
3/22/2016 9:36:00 PM|5:02:24 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/25/2016 10:19:12 PM|3:50:24 PM,2121,13,13
3/23/2016 3:07:12 AM|3:50:24 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/26/2016 1:12:00 AM|9:21:36 PM,1233,13,13
3/23/2016 6:00:00 AM|9:21:36 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/26/2016 6:43:12 AM|4:04:48 PM,32321,13,13
3/23/2016 11:31:12 AM|4:04:48 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/26/2016 9:36:00 AM|8:09:36 AM,333,13,13
3/23/2016 2:24:00 PM|8:09:36 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/26/2016 3:07:12 PM|6:57:36 PM,323,13,13
3/23/2016 7:55:12 PM|6:57:36 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/26/2016 6:00:00 PM|12:28:48 AM,456,13,13
3/23/2016 10:48:00 PM|12:28:48 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/26/2016 11:31:12 PM|7:12:00 PM,8756,13,13
3/24/2016 4:19:12 AM|7:12:00 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/27/2016 2:24:00 AM|11:16:48 AM,6565,13,13
3/24/2016 7:12:00 AM|11:16:48 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/27/2016 7:55:12 AM|10:04:48 PM,432,13,13
3/24/2016 12:43:12 PM|10:04:48 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/27/2016 10:48:00 AM|3:36:00 AM,458,13,13
3/24/2016 3:36:00 PM|3:36:00 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/27/2016 4:19:12 PM|10:19:12 PM,324,13,13
3/24/2016 9:07:12 PM|10:19:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/27/2016 7:12:00 PM|2:24:00 PM,156,13,13
3/25/2016|2:24:00 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/28/2016 12:43:12 AM|1:12:00 AM,2121,13,14
3/25/2016 5:31:12 AM|1:12:00 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/28/2016 3:36:00 AM|6:43:12 AM,1233,13,14
3/25/2016 8:24:00 AM|6:43:12 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/28/2016 9:07:12 AM|1:26:24 AM,32321,13,14
3/25/2016 1:55:12 PM|1:26:24 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,3/28/2016 12:00:00 PM|5:31:12 PM,,13,14
3/25/2016 4:48:00 PM|5:31:12 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,3/28/2016 5:31:12 PM|4:19:12 AM,323,13,14
3/25/2016 10:19:12 PM|4:19:12 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,3/28/2016 8:24:00 PM|9:50:24 AM,456,13,14
3/26/2016 1:12:00 AM|9:50:24 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,3/29/2016 1:55:12 AM|4:33:36 AM,8756,13,14
3/26/2016 6:43:12 AM|4:33:36 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,3/29/2016 4:48:00 AM|8:38:24 PM,6565,13,14
3/26/2016 9:36:00 AM|8:38:24 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,3/29/2016 10:19:12 AM|7:26:24 AM,432,13,14
3/26/2016 3:07:12 PM|7:26:24 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,3/29/2016 1:12:00 PM|12:57:36 PM,458,13,14
3/26/2016 6:00:00 PM|12:57:36 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,3/29/2016 6:43:12 PM|7:40:48 AM,324,13,14
3/26/2016 11:31:12 PM|7:40:48 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,3/29/2016 9:36:00 PM|11:45:36 PM,156,13,14
3/27/2016 2:24:00 AM|11:45:36 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,3/30/2016 3:07:12 AM|10:33:36 AM,2121,13,14
3/27/2016 7:55:12 AM|10:33:36 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,3/30/2016 6:00:00 AM|4:04:48 PM,1233,13,14
3/27/2016 10:48:00 AM|4:04:48 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,3/30/2016 11:31:12 AM|10:48:00 AM,32321,13,14
3/27/2016 4:19:12 PM|10:48:00 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,3/30/2016 2:24:00 PM|2:52:48 AM,333,13,14
3/27/2016 7:12:00 PM|2:52:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,3/30/2016 7:55:12 PM|1:40:48 PM,323,13,14
3/28/2016 12:43:12 AM|1:40:48 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,3/30/2016 10:48:00 PM|7:12:00 PM,456,14,14
3/28/2016 3:36:00 AM|7:12:00 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,3/31/2016 4:19:12 AM|1:55:12 PM,8756,14,14
3/28/2016 9:07:12 AM|1:55:12 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,3/31/2016 7:12:00 AM|6:00:00 AM,6565,14,14
